Serial No.,College Name,Scholarship Info
26,Indian Institute of Information Technology - [IIIT],Fee for per semester is nearly 150000 include hostel and mess charges and my some batchmate are belongs to school and st there fee is nearly 47000 Scholarship that we can avail here is national scholarship and some college base scholarship which are basis on merit
26,Indian Institute of Information Technology - [IIIT],"The fees structure for Btech at IIIT Allahabad for General/OBC/EWS is as follows: 1st Year: 1,86,700/- 2nd Year: 1,81,200/- 3rd Year: 2,25,250/- 4th Year: 2,49,650/- Hostel Fees: 7000/- for single room and 14000/- for double room each semester Mess Fees: 25000/- each semester The Fees is increasing each year"
27,Dayalbagh Educational Institute Faculty of Engineering,"In the case of fees, dei is the best option for any student. Fees are much less around 50,000 you can get a Btech degree. Inter-campus paid internships happen for the students which helps a lot for financial conditions. Dei is a deemed university so up scholarship is also provided for the student."
27,Dayalbagh Educational Institute Faculty of Engineering,"The fee structure of this college is very lees which is even less than other government colleges, various types of scholarships are provided by the college such UP scholarship and National Scholarship. Also, there is an earn-while-earn process."
27,Dayalbagh Educational Institute Faculty of Engineering,The fee structure of this college is very less all types of students in easily pay the fees it is only about 52000 which is very less why seeing to other colleges there is also very less if there is as the conscious also provided by the college like up scholarship and national scholarship.
27,Dayalbagh Educational Institute Faculty of Engineering,The college provides an excellent fee structure for all types of students who can easily able to study in college ams easily able to pay fees various types of scholarships are also provided by the college like up scholarships and national scholarships and many more.
27,Dayalbagh Educational Institute Faculty of Engineering,"The fee structure of the college is very good, all types of people can easily able to pay college fees, and various types of scholarships are provided by the college like the UP scholarship, national scholarship, and many more."
28,Mepco Schlenk Engineering College,"The fees structure for ECE is 1,54,000/- per year along with tuition fees, laboratory, note books and everything. As I went through counselling, so this was the fees for Government quota. As for management the fees structure varies according to the 12th cutoff, it ranges from 2,10,000/- to more. There are many Government scholarships that are available, for MBC category I got 11,000/- every year. The Management Scholarships per year are the following:    If CGPA > 8.5 = 15,000/-       CGPA > 9.0 = 25,000/-       CGPA > 9.5 = 45,000/-"
28,Mepco Schlenk Engineering College,"I got through merit management so my fee structure was 1,08,000 through counseling it's 75 k. They even provided scholarships for first graduates, management scholarships etc.. for the people who needed."
28,Mepco Schlenk Engineering College,Since it is self financed and autonomous college fees is little higher than other college but the fees structure is satisfied with their work. They provide more scholarship and they also provide rewards for toppers during college day function.
28,Mepco Schlenk Engineering College,So I'm much frankly to tell about my college fee .it's something I feel high compared to other near by institution but one thing is their curriculum and the value of education is superb compared to other nearby college.so that only my college is best among other college in our locality and for that I think the education cost is compromised due to the value of education they provided .
28,Mepco Schlenk Engineering College,The management is increasing the fees to high only now I'm an final year student I just pay 1.58 lakhs .. this should be not worthy. But one good thing is about the management provide scholarship who maintain above 8.5 CGPA which be cash will be given to them for every year
29,Sri Venkateswara University College of Engineering,Actually i have joined through eamcet under self finance where there is no scholarship facility. There is no other charges rather than 150000 which is course fee and college fee. Our juniors are paying 160000 as their course fee and college fees. Regular students are no need to pay any course fee they just wants to pay college fee which is 25000. They will ge scholarship
29,Sri Venkateswara University College of Engineering,"Tution fee is 25000 per year and people below poverty line can pay it in 4 installments (also,it is debited into students account by GOVT.of AP) But others have to pay it in Single Installment once in a year and submit reciept in Principal Office. Admission Fee for Hostel is 10k"
