Serial No.,College Name,Company,Package,Job Roles,Headings
10,SASTRA University,L & T Technology and Service,4 LPA,Associate Engineer Trainee,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Larsen & Turbo,6 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Mcdermot,6 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,McDermott,6 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Musigma,5 LPA,Trainee Decision Scientist,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Needl.ai,25000 per month for internship,Internship,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,O 9 Technology,"9,25,990 per Annum",Functional consultant,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Presidio,9.5 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Psiog,4.8 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Raam Group Campus Hiring 2024 Batch Students,3 LPA fixed + 2 Variable,Management Trainee,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Rama Water Filter Pvt. Ltd.,3 LPA for UG and 4 LPA for PG,fGraphic Designer Position,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Ramko System,11 LPA,Full Stack Developer,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Rapyuta,7LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Rox Hitech Limited,3 LPA,B.Tech CSE,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Schneider Electric,12 LPA( TTC 9 Lakhs + 3 Lakh of sign on bonus,GSC,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Shriram Finance,3.18 LPA,Management Trainee,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Sobha Construction,5000 AED per month ( conversion 110000 INR),GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Sundaram Finance Data Scientist,CTC : - 5.5 LPA(Students with 6 CGPA and no standing arrears are eligible to apply. ),Junior Data Scientist,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Swym,"Gross Salary 15 L , Total Compensation 20 L(including bonus & stock option","Associate Software Engineer, Customer Experience Engineer","Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Syrma SGS,5 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Tata Elxsi,5.5 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Tata Power,6.64 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Tube Investments India,4 to 5 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,WIFY Technology,4.50 to 6 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,YANMAR Engine Manufacturing,4.5 LPA,GET,"Company Name, CTC Offered, Role, Branches Eligible"
10,SASTRA University,Zoho,8 LPA,Marketing Analyst,"Company Name, CTC Offered, Role, Branches Eligible"
11,Manipal Institute of Technology - [MIT],Number of Recruiters Visited,220+,339,"Particulars, Placements Statistics 2024 (Ongoing), Placements Statistics 2023"
11,Manipal Institute of Technology - [MIT],Placement Percentage,73%,92.90%,"Particulars, Placements Statistics 2024 (Ongoing), Placements Statistics 2023"
11,Manipal Institute of Technology - [MIT],Highest Package,INR 51.03 LPA,INR 54.75 LPA,"Particulars, Placements Statistics 2024 (Ongoing), Placements Statistics 2023"
11,Manipal Institute of Technology - [MIT],Average Package,INR 10.49 LPA,INR 12.59 LPA,"Particulars, Placements Statistics 2024 (Ongoing), Placements Statistics 2023"
11,Manipal Institute of Technology - [MIT],Median Package,INR 8.48 LPA,INR 8.50 LPA,"Particulars, Placements Statistics 2024 (Ongoing), Placements Statistics 2023"
12,P.S.G College of Technology - [PSGCT],No. of students placed,1223,1130,"Particulars, Placements Statistics (2018-19), Placement Statistics (2019-20)"
12,P.S.G College of Technology - [PSGCT],Median CTC,INR 11 LPA,INR 10.1 LPA,"Particulars, Placements Statistics (2018-19), Placement Statistics (2019-20)"
12,P.S.G College of Technology - [PSGCT],Top Recruiters,"ACC Ltd, Accenture, Adobe Systems, Capgemini India, DE Shaw India Software Pvt Ltd, McKinsey & Company, Mahindra & Mahindra Ltd etc","ACC Ltd, Accenture, Adobe Systems, Capgemini India, DE Shaw India Software Pvt Ltd, McKinsey & Company, Mahindra & Mahindra Ltd etc","Particulars, Placements Statistics (2018-19), Placement Statistics (2019-20)"
13,Sathyabama Institute of Science and Technology,Accenture,4.5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,ACCL,2.5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Acuité Ratings,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Alder Stone,2.5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Aliens Group,8 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Amirtha®,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,AVL,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Coditas,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Cognizant,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,D&H Secheron Electrods,4.2 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Dematic,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Dep India,UG: 3.5 LPA PG: 4LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Diverta,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Excelacom,4.50-7.50 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Fujitsu,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Gala Group,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Genisys,50000 - 65000 UK Pounds (53 - 69 LPA in INR),No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Godrej,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Hexaware,6 LPA (Based on the performance during the Internship),No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,HSBC Technologies,2.5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Infosys,4 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Kapitus Strategy Services Private Limited,"3,15,900 + 66000 Night shift Allowance",No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,MuSigma,4.2 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Nuclei,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Optum,5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Redbus,"4 L p.a. Takehome 30,000/-",No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,SmartED,4 LPA fixed + 2.5 LPA variable,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Sopra Steria,15 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Vastpro Technologies,2.5 LPA,No data found,"Company name, Package"
13,Sathyabama Institute of Science and Technology,Wiley India,9 LPA,No data found,"Company name, Package"
14,Kalinga Institute of Industrial Technology - [KIIT],Highest Package (domestic),INR 14 LPA,No data found,"Particulars, Placement Statistics 2024"
14,Kalinga Institute of Industrial Technology - [KIIT],Highest Package (international),INR 18.33 LPA,No data found,"Particulars, Placement Statistics 2024"
14,Kalinga Institute of Industrial Technology - [KIIT],Average Package,INR 9.5 LPA,No data found,"Particulars, Placement Statistics 2024"
15,Siksha 'O' Anusandhan University - [SOA],Gannon Dunkerley & Co Ltd,INR 6.1 LPA,Project Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Gateway,INR 7.8 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],GE Healthcare,INR 9.1 LPA,Design Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Ginger Hotels,INR 5.2 LPA,Management Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Global Logic,INR 8.3 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Globaldata PLC,INR 6.7 LPA,Data Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Godrej,INR 8.2 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],IDC Technology,INR 6.5 LPA,Fullstack developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],IN2IT,INR 9 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Infogain,INR 10 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],infosys,INR 7.3 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Infosys,INR 7 LPA,Customer Success Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],ITC Infotech,INR 6.5 LPA,Trainee(developer),"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],ITD Cementation,INR 6 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Jage Global,INR 6.6 LPA,Business Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],JMC Projects,INR 7.1 LPA,Site Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],JSW Cement,INR 8.6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Juspay,INR 12.2 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],JW Marriott Hotels,INR 5.4 LPA,Management Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Khadims,INR 5.7 LPA,Retail Management Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Khimji Ramdas,INR 7.1 LPA,Sales Executive,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Klodguin,INR 6.3 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Kotak Mahindra Bank,INR 6.6 LPA,Banking Officer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],KPMG,INR 9.2 LPA,Associate Consultant,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Krishi Tantra,INR 6.8 LPA,Product Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],L&T Infotech,INR 8.2 LPA,Software Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],L&T Technology Services,INR 8.7 LPA,Design Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Legato Health,INR 7.4 LPA,Data Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Oberoi Hotels & Resorts,INR 4 LPA,managment,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Odessa Technology,INR 9 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Odisha Human Rights Commission,INR 8.5 LPA,Sales Executive,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Oracle,INR 7 LPA,Integration Expert,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Quest Global,INR 8.1 LPA,Design Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Quinox,INR 7.3 LPA,Software Developer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Quislex LPO,INR 6.4 LPA,GET,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Ramky Enviro,INR 7.2 LPA,Environmental Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Rane Group,INR 7.8 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Rapyuta Robotics,INR 10.5 LPA,Robotics Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Reddy & Reddy Legal Consultant,INR 6.9 LPA,Legal Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Reliance BP Mobility,INR 8.1 LPA,Network Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Reliance Digital,INR 6.8 LPA,Sales Executive,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Reliance Industries,INR 9.7 LPA,Operations Engineer,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Reliance Retail,INR 7.4 LPA,Retail Management Trainee,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Rights and Marks Advocates,INR 7.3 LPA,Legal Consultant,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],SBI General Insurance,INR 7.2 LPA,Insurance Analyst,"Name of the Company, Package Offered, Job Role, Branches Eligible"
15,Siksha 'O' Anusandhan University - [SOA],Shrala Prasad & Co.,INR 6.5 LPA,GET,"Name of the Company, Package Offered, Job Role, Branches Eligible"
16,K L University - [KLU],Number of Recruiters,347,264,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
16,K L University - [KLU],Number of Placed Students,2839,2277,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
