Serial No.,College Name,Info
68,Sri Ramakrishna Engineering College - [SREC],"Sri Ramakrishna Engineering College (SREC) is a private autonomous institute. The institute is affiliated to Anna University, Chennai and the courses are approved by AICTE, NBA. NAAC-A. | The college offers undergraduate courses in B.Tech./B.E. and postgraduate courses in M.E./M.Tech. as well as an MBA degree."
69,Chennai Institute of Technology - [CIT],Chennai Institute of Technology (CIT) offers B.E. and B.Tech courses under 7 and 3 specialization respectively. Candidates from Tamil Nadu state who have completed their 10+2 level from another state must produce a certificate of Nativity in order to seek admission under community quota. | 2.1 CIT B.Tech. Eligibility & Selection Criteria
70,Institute of Aeronautical Engineering - [IARE],"Institute of Aeronautical Engineering (IARE), Hyderabad was established in the year 2000. It is an Autonomous Institute affiliated to Jawaharlal Nehru Technological University, Hyderabad (JNTUH) and is approved by the All India Council for Technical Education (AICTE), New Delhi. | IARE, Hyderabad offers four year full time B.Tech and B.Tech (Lateral) program at the undergraduate level, and two year full time M.Tech and MBA programs at the postgraduate level."
71,Nitte Meenakshi Institute of Technology - [NMIT],"Nitte Meenakshi Institute of Technology (NMIT) is an autonomous engineering college in Bangalore, Karnataka, India. The college is approved by the AICTE, New Delhi. Started in 2001, NMIT is one of the renowned engineering institutions of the country in general and known as the premier institution in Karnataka in particular. | This institution is affiliated with the Visvesvaraya Technological University (VTU) and Approved by UGC/Govt. of Karnataka with the great vision of serving the people by catering to the needs of the engineering profession in the Global market. NMIT offers a wide range of academic programs comprising 11 UG and 7 PG programs in Engineering besides MBA, MCA, and Doctoral programs of VTU and University of Mysore."
72,Sri Venkateswara College of Engineering - [SVCE],"Sri Venkateswara College of Engineering (SVCE), founded in 1985, at Chennai strives to bring quality technical education to its students. The college offers undergraduate, postgraduate and doctorate programs. Under the UG program, the college offers both B.E and B.Tech degrees with various specializations, including a specialization in Marine Engineering. The PG programs include M.E and M.Tech degrees. The postgraduate programs also offer a unique set of specializations. | The college is affiliated to the Anna University, Chennai and the admission process of the college follow the University Regulations. For admission into the UG courses, the candidates must follow the TNEA process. The selection will be based on the score of the qualifying examination. Admission to the PG courses requires the candidates to clear TANCET.The application process for both these programs are strictly online and no physical application form will be available from the University."
73,Rajalakshmi Engineering College - [REC],"Rajalakshmi Engineering College is a private engineering college located at Thandalam, Sriperumbudur near Chennai. The institute was established in 1997 by the Rajalakshmi Educational Trust. | The AICTE approved institute offers admission to the B.E/B.Tech programme and admission to the course will be based on the marks secured in the TNEA. Higher Secondary examination qualified candidates can apply."
74,PES University - [PESU],"PES University Admissions 2025 is entrance-based. The university conducts a PES University Scholastic Aptitude Test (PESSAT) to offer admission to various UG and PG programmes. PES University Course Admissions depends on merit in various national-level examinations like JEE Mains, NATA, CAT, GATE, KCET, etc. PES University offers degree courses through The Ring Road (RR) Campus and The Electronic City (EC) Campus. The Hanumantha Nagar Campus offers B.Com, Diploma courses and Pre-University courses as an Evening College. PES University has introduced some of the new courses in science field like M.Sc. Psychology, Bachelor of Physiotherapy (BPT), B.Sc. (Hons.) Cardiac Care Technology, B.Sc. (Hons.) Dialysis Therapy Technology, B.Sc. (Hons.) Emergency Medical Technology, B.Sc. (Hons.) Medical Laboratory Technology and B.Sc. (Hons.) Medical Radiology and Imaging Technology."
75,Heritage Institute of Technology - [HIT],"Heritage Institute of Technology is known for its flagship program of B.Tech which is offered in 9 specializations. For the B.Tech admissions at Heritage Institute of Technology, candidates are required to appear for the JEE Main or WBJEE entrance examination and participate in the counseling for final seat allotments. Heritage Institute of Technology charges a fee of INR 1.16 Lakhs per year for its B.Tech program."
76,Sri Krishna College of Technology - [SKCT],"Sri Krishna College of Technology [SKCT] is affiliated to Anna University, Chennai and approved by AICTE, New Delhi. Further, this college is accredited by NAAC with ‘A’ grade and secured accreditation of National Board of Accreditation (NBA), New Delhi for its undergraduate program. | Under the realm of Undergraduate Program, it offers B.E and B. Tech in different specializations, and under the area of Post-graduation Program, it serves M.E, M.C.A, M. Tech, and M.B.A General."
77,PSNA College of Engineering and Technology,PSNA College of Engineering & Technology (PSNACET) was established in 1984. It is a premier institution at the outskirts of Dindigul Township in Tamil Nadu. The institute offers 7 undergraduate courses (B.E/B.Tech) and 8 postgraduate courses in Engineering. It also offers two-year MBA and MCA programs. PSNACET is affiliated to Anna University.
78,BV Raju Institute of Technology - [BVRIT],"B V Raju Institute of Technology (BVRIT) was established by the eminent philanthropist (Late) Padmabhushan Dr B.V. Raju under the aegis of Sri Vishnu Educational Society (SVES) in the year 1997. BVRIT was granted UGC - Autonomous Status from the year 2014. The Institute is also duly approved by the AICTE and the Government of Telangana State and is affiliated to JNTU, Hyderabad. BVRIT is accredited by both NBA and NAAC, New Delhi."
79,University of Petroleum and Energy Studies - [UPES],"UPES Admission 2024 is ongoing. University of Petroleum and Energy Studies (UPES) offers full-time UG, PG & PhD courses. Admissions at UPES Dehradun is divided into two categories, the Examination pathway and the Non-Examination pathway. The examination pathway is when a candidate takes Entrance Exams conducted by UPES; while for the Non-Examination pathway, admission is done on a Merit basis or Score in National Level Entrance Examination. The university also imparts education through Distance Learning. | UPES Dehradun Entrance Examinations include UPESEAT, ULSAT, UPESMET-UG, UPESDAT & UPESPAT for various courses. The university accepts national-level entrance examination scores like JEE-Main / CAT/ XAT/ MAT/ CUET/ UGAT."
