Serial No.,College Name,Course,Fees,Eligibility,Application Date
290,DAV University,"M.Sc {Hons.}
8 Courses","60,000 - 65,000 (1st Year Fees)",Graduation,no data found
290,DAV University,"MBA
8 Courses",1.45 Lakhs (1st Year Fees),Pass in Graduation + CAT,no data found
291,Pacific University,"MBA
25 Courses","50,000 - 1.5 Lakhs (1st Year Fees)",Graduation with 50%,31 May 2024
291,Pacific University,"B.Tech
9 Courses","60,000 - 1.45 Lakhs (1st Year Fees)",10+2 + PU-CET,31 May 2024
291,Pacific University,"B.Sc
13 Courses","25,000 - 70,000 (1st Year Fees)",10+2,31 May 2024
291,Pacific University,"Diploma
20 Courses","25,000 - 60,000 (Total Fees)",10+2,31 May 2024
291,Pacific University,"M.Sc
20 Courses","25,000 - 80,000 (1st Year Fees)",Graduation,31 May 2024
292,ICFAI University,"B.Tech
7 Courses",4.8 Lakhs (Total Fees),10+2 with 50%,4 July 2024
292,ICFAI University,"BBA
2 Courses",2.61 Lakhs (Total Fees),10+2 with 50%,4 July 2024
292,ICFAI University,"B.Ed
1 Course",1.07 Lakhs (Total Fees),Graduation with 50%,4 July 2024
292,ICFAI University,"BCA
1 Course","90,000 (Total Fees)",10+2 with 50%,4 July 2024
292,ICFAI University,"B.Com {Hons.}
1 Course","90,000 (Total Fees)",10+2 with 50%,4 July 2024
293,KCG College of Technology,"B.Tech
3 Courses","55,000 (1st Year Fees)",10+2 with 45% + TNEA,6 May - 11 Jun 2024
293,KCG College of Technology,"BE
10 Courses","50,000 (1st Year Fees)",10+2 with 45% + TNEA,6 May - 11 Jun 2024
293,KCG College of Technology,"B.Tech {Lateral}
3 Courses","55,000 (1st Year Fees)",Diploma,-
293,KCG College of Technology,"BE {Lateral}
10 Courses","50,000 (1st Year Fees)",Diploma,-
293,KCG College of Technology,"ME
5 Courses","50,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
294,Silicon Institute of Technology - [SIT],"B.Tech
5 Courses",4.6 Lakhs (Total Fees),10+2 with 45%,6 July - 20 Aug 2024
294,Silicon Institute of Technology - [SIT],"B.Tech {Lateral}
5 Courses",3.58 Lakhs (Total Fees),"Diploma, BSC, BVoc",-
295,Birla Institute of Technology - [BIT],"B.Tech
8 Courses",2.95 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,25 June - 31 Jul 2024
295,Birla Institute of Technology - [BIT],"B.Tech {Lateral}
4 Courses",4.05 Lakhs (1st Year Fees),Diploma with 60%,-
295,Birla Institute of Technology - [BIT],"MBA
5 Courses",3.23 Lakhs (1st Year Fees),Graduation,27 Jan - 08 Mar 2024
295,Birla Institute of Technology - [BIT],"BBA
1 Course",1.48 Lakhs (1st Year Fees),10+2,9 May - 30 Jun 2024
295,Birla Institute of Technology - [BIT],"BCA
1 Course",1.48 Lakhs (1st Year Fees),10+2,9 May - 30 Jun 2024
296,Birla Global University - [BGU],"MBA
7 Courses",4 Lakhs - 5.25 Lakhs (1st Year Fees),Graduation with 50%,9 Nov - 31 Jan 2024
296,Birla Global University - [BGU],"BCA
1 Course",1.5 Lakhs (1st Year Fees),10+2 with 50%,31 Jan 2024
296,Birla Global University - [BGU],"M.Sc
1 Course",1.75 Lakhs (1st Year Fees),Graduation with 50%,31 Jan 2024
296,Birla Global University - [BGU],"B.Tech
1 Course",2.75 Lakhs (1st Year Fees),10+2,-
296,Birla Global University - [BGU],"BBA
1 Course",2.05 Lakhs (1st Year Fees),10+2,31 Jan 2024
297,GITAM,"B.Tech
11 Courses",2.7 Lakhs - 3.64 Lakhs (1st Year Fees),10+2 with 60%,26 Apr - 31 Jul 2024
297,GITAM,"B.Sc
6 Courses",1.05 Lakhs - 1.89 Lakhs (1st Year Fees),10+2 with 50%,26 Apr - 31 Jul 2024
297,GITAM,"M.Sc
4 Courses",1.05 Lakhs - 1.89 Lakhs (1st Year Fees),Graduation with 50%,26 Apr - 31 Jul 2024
297,GITAM,"BBA
3 Courses",2.56 Lakhs (1st Year Fees),10+2 with 60%,26 Apr - 31 Jul 2024
297,GITAM,"BA
8 Courses",1.05 Lakhs (1st Year Fees),10+2 with 60%,26 Apr - 31 Jul 2024
298,Medi-Caps University,"B.Tech
25 Courses",1.2 Lakhs - 1.8 Lakhs (1st Year Fees),10+2,-
298,Medi-Caps University,"MBA
6 Courses",1.3 Lakhs - 2.5 Lakhs (1st Year Fees),Graduation,-
298,Medi-Caps University,"B.Sc {Hons.}
2 Courses","90,000 (1st Year Fees)",10+2,1 Aug - 31 Mar 2024
298,Medi-Caps University,"BBA
6 Courses",1.15 Lakhs - 2.1 Lakhs (1st Year Fees),10+2,-
298,Medi-Caps University,"BCA
1 Course","85,000 (1st Year Fees)",10+2 with 50%,-
299,GNA University,"B.Tech
7 Courses",1.53 Lakhs - 1.71 Lakhs (1st Year Fees),10+2 with 50% marks,31 May 2024
299,GNA University,"B.Sc
14 Courses","54,000 - 1.26 Lakhs (1st Year Fees)",10+2 with 50%,31 May 2024
299,GNA University,"BBA
3 Courses","81,000 (1st Year Fees)",10+2 with 50%,31 May 2024
299,GNA University,"Ph.D
13 Courses","85,000 (1st Year Fees)",Post Graduation,31 May 2024
299,GNA University,"BCA
1 Course","81,000 (1st Year Fees)",10+2 with 50%,31 May 2024
300,Mahindra University,"B.Tech
14 Courses",4.7 Lakhs - 5.2 Lakhs (1st Year Fees),10+2,no data found
300,Mahindra University,"M.Tech
9 Courses",1.2 Lakhs (1st Year Fees),Graduation with 60%,no data found
300,Mahindra University,"MBA
1 Course",9 Lakhs (1st Year Fees),Graduation,no data found
300,Mahindra University,"Ph.D
7 Courses","70,000 (1st Year Fees)",Post Graduation,no data found
300,Mahindra University,"BBALLB {Hons.}
1 Course",3.7 Lakhs (1st Year Fees),10+2,no data found
301,The Neotia University - [TNU],B.F.Sc,1.29 Lakhs (1st Year Fees),10+2 with 50%,31 May 2024
301,The Neotia University - [TNU],"B.Tech
5 Courses",1.55 Lakhs - 4.62 Lakhs (1st Year Fees),10+2 with 55%,31 May 2024
301,The Neotia University - [TNU],"B.Sc
5 Courses",1.37 Lakhs - 4.95 Lakhs (1st Year Fees),10+2 with 50%,31 May 2024
301,The Neotia University - [TNU],"B.Sc (Nursing)
1 Course",1.65 Lakhs (1st Year Fees),10+2 with 50%,31 May 2024
301,The Neotia University - [TNU],"MBA
1 Course",1.69 Lakhs (1st Year Fees),Graduation with 55%,31 May 2024
302,Starex University,"B.Sc(HHA)
7 Courses","70,000 - 1.1 Lakhs (1st Year Fees)",10+2 with 45%,-
302,Starex University,"B.Tech
5 Courses","80,000 - 2 Lakhs (1st Year Fees)",10+2 with 45%,29 May - 07 Aug 2024
302,Starex University,"BCA
2 Courses",1.3 Lakhs (1st Year Fees),10+2 with 45%,-
302,Starex University,"M.Sc
8 Courses","80,000 - 90,000 (1st Year Fees)",Graduation with 45%,-
302,Starex University,"MBA
7 Courses",1.5 Lakhs - 2 Lakhs (1st Year Fees),Graduation with 50%,-
303,Institute of Engineering and Science - [IES],"B.Tech
15 Courses",1.01 Lakhs (1st Year Fees),-,13 June - 18 Aug 2024
303,Institute of Engineering and Science - [IES],"M.Tech
8 Courses","62,000 (1st Year Fees)",Graduation,-
304,GIFT Autonomous,"B.Tech
8 Courses","90,000 - 1.24 Lakhs (1st Year Fees)",10+2,6 July - 20 Aug 2024
304,GIFT Autonomous,"Polytechnic
5 Courses","40,000 (1st Year Fees)",10th,-
304,GIFT Autonomous,"M.Tech
6 Courses","40,000 - 55,000 (1st Year Fees)",Graduation,-
304,GIFT Autonomous,"M.Sc
4 Courses","45,000 - 55,000 (1st Year Fees)",Graduation,-
304,GIFT Autonomous,"MBA
1 Course",1.1 Lakhs (1st Year Fees),Graduation,-
305,Parul University,"B.Tech
29 Courses",1.49 Lakhs (1st Year Fees),10+2 with 45%,22 Aug 2024
305,Parul University,"B.Sc
37 Courses","77,800 - 1.46 Lakhs (1st Year Fees)",10+2,22 Aug 2024
305,Parul University,"MBA
24 Courses",1.92 Lakhs - 2.67 Lakhs (1st Year Fees),Graduation with 50%,21 June - 22 Aug 2024
305,Parul University,"M.Sc
41 Courses","90,000 - 3 Lakhs (1st Year Fees)",Graduation,22 Aug 2024
305,Parul University,"B.Sc (Nursing)
1 Course",1.13 Lakhs (1st Year Fees),10+2 with 45%,22 Aug 2024
306,Dr. C.V. Raman University - [CVRU],"M.Sc
10 Courses","12,000 - 22,000 (1st Year Fees)",Graduation,no data found
306,Dr. C.V. Raman University - [CVRU],"BCA
1 Course","18,000 (1st Year Fees)",10+2,no data found
306,Dr. C.V. Raman University - [CVRU],"Diploma
1 Course","10,000 (Total Fees)",10+2,no data found
306,Dr. C.V. Raman University - [CVRU],"D.Pharm
1 Course","55,000 (1st Year Fees)",10+2,no data found
306,Dr. C.V. Raman University - [CVRU],"B.Ed
1 Course","30,250 (1st Year Fees)",Graduation,no data found
307,Jigyasa University (Formerly Himgiri Zee University),"B.Tech
5 Courses",1.15 Lakhs (1st Year Fees),10+2 with 45%,28 Dec - 30 Jun 2024
307,Jigyasa University (Formerly Himgiri Zee University),"MBA
3 Courses",1.5 Lakhs (1st Year Fees),Graduation,28 Dec - 30 Jun 2024
307,Jigyasa University (Formerly Himgiri Zee University),"BCA
2 Courses","80,000 (1st Year Fees)",10+2,28 Dec - 30 Jun 2024
307,Jigyasa University (Formerly Himgiri Zee University),"Diploma
1 Course","55,000 (Total Fees)",10+2,-
307,Jigyasa University (Formerly Himgiri Zee University),"BBA
2 Courses","90,000 (1st Year Fees)",10+2,28 Dec - 30 Jun 2024
308,Jagran Lakecity University - [JLU],"MBA
7 Courses",1.6 Lakhs - 2.35 Lakhs (1st Year Fees),Graduation with 60%,30 June 2024
308,Jagran Lakecity University - [JLU],"B.Tech
1 Course",1.15 Lakhs (1st Year Fees),10+2 with 50%,30 June 2024
308,Jagran Lakecity University - [JLU],"BBA
7 Courses",1 Lakh - 1.9 Lakhs (1st Year Fees),10+2 with 50%,30 June 2024
308,Jagran Lakecity University - [JLU],"BCA
1 Course","95,000 (1st Year Fees)",10+2 with 50%,30 June 2024
308,Jagran Lakecity University - [JLU],"B.Des
6 Courses",1.65 Lakhs - 2.3 Lakhs (1st Year Fees),10+2 with 50%,30 June 2024
309,ACS College of Engineering - [ACSCE],"BE
12 Courses",2.81 Lakhs - 4.17 Lakhs (1st Year Fees),10+2 with 45% + JEE Main,24 May - 17 Jun 2024
309,ACS College of Engineering - [ACSCE],"BE {Lateral}
6 Courses",2.81 Lakhs - 3.13 Lakhs (1st Year Fees),10+3 with 45% + DCET,-
309,ACS College of Engineering - [ACSCE],"M.Tech
5 Courses",1.28 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
310,Adhiyamaan College of Engineering,"BE
9 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
310,Adhiyamaan College of Engineering,"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
310,Adhiyamaan College of Engineering,"ME
7 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
310,Adhiyamaan College of Engineering,"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
310,Adhiyamaan College of Engineering,"M.Tech
1 Course","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech
12 Courses",1.24 Lakhs - 1.42 Lakhs (1st Year Fees),10+2 with 65%+ JEE MAINS/UPTAC,1 Mar - 30 Jul 2024
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech {Lateral}
11 Courses",1.24 Lakhs (1st Year Fees),Diploma with 70%+UPTAC,-
311,Ajay Kumar Garg Engineering College - [AKGEC],"M.Tech
4 Courses",1.27 Lakhs (1st Year Fees),Graduation with 65%+GATE,1 Mar - 31 May 2024
311,Ajay Kumar Garg Engineering College - [AKGEC],MCA,1.36 Lakhs (1st Year Fees),Graduation with 65%+UPTAC,1 Mar - 10 Jul 2024
312,Atria Institute of Technology,"BE
10 Courses",1.2 Lakhs - 2.06 Lakhs (1st Year Fees),10+2 with 45% + COMEDK UGET,24 May - 17 Jun 2024
312,Atria Institute of Technology,"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + CAT,-
312,Atria Institute of Technology,"M.Tech
5 Courses",1.51 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
312,Atria Institute of Technology,MCA,1.28 Lakhs (Total Fees),Graduation,-
313,Bhubaneswar Engineering College - [BEC],"B.Tech
10 Courses",2.52 Lakhs (Total Fees),10+2 with 75% + JEE Main,6 July - 20 Aug 2024
313,Bhubaneswar Engineering College - [BEC],"MBA
1 Course",1 Lakh (Total Fees),Graduation with 50% + CAT,-
314,College of Engineering Bhubaneswar - [COEB],"B.Tech
7 Courses",1.01 Lakhs - 1.04 Lakhs (1st Year Fees),10+2 with 45% + JEE Main/OJEE,6 July - 20 Aug 2024
314,College of Engineering Bhubaneswar - [COEB],"Polytechnic
4 Courses","51,100 (1st Year Fees)",10th with 35% + DET,-
314,College of Engineering Bhubaneswar - [COEB],"B.Tech {Lateral}
7 Courses","81,000 - 1.01 Lakhs (1st Year Fees)",Diploma with 45% + OJEE,-
314,College of Engineering Bhubaneswar - [COEB],"BCA
1 Course","59,100 (1st Year Fees)",10+2 with 50%,-
314,College of Engineering Bhubaneswar - [COEB],"M.Tech
7 Courses","70,000 (1st Year Fees)",Graduation with 50%,-
315,Guru Tegh Bahadur Institute of Technology - [GTBIT],"B.Tech
7 Courses",1.49 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,1 Feb - 15 Apr 2024
315,Guru Tegh Bahadur Institute of Technology - [GTBIT],"B.Tech {Lateral}
6 Courses",1.49 Lakhs (1st Year Fees),10+3 with 75% + JEE Main,-
316,Krishna Engineering College - [KEC],"B.Tech
4 Courses",2.45 Lakhs (Total Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
316,Krishna Engineering College - [KEC],"B.Tech {Lateral}
4 Courses",1.84 Lakhs (Total Fees),10+3 with 45% + UPTAC,-
316,Krishna Engineering College - [KEC],MCA,1.22 Lakhs (Total Fees),Graduation,-
317,Meerut Institute of Engineering and Technology - [MIET],"B.Tech
14 Courses","96,000 - 4.08 Lakhs (Total Fees)",10+2 + UPTAC,31 May - 30 Jul 2024
317,Meerut Institute of Engineering and Technology - [MIET],"MBA
1 Course",2.04 Lakhs (Total Fees),Graduation,31 May - 10 Jul 2024
317,Meerut Institute of Engineering and Technology - [MIET],"B.Tech {Lateral}
10 Courses",1.18 Lakhs (1st Year Fees),10+3 + UPTAC,-
317,Meerut Institute of Engineering and Technology - [MIET],"M.Pharm
2 Courses",1.38 Lakhs (Total Fees),B.Pharm.,31 May 2024
317,Meerut Institute of Engineering and Technology - [MIET],"M.Tech
4 Courses",1.15 Lakhs (Total Fees),Graduation,31 May 2024
318,RNS Institute of Technology - [RNSIT],"BE
11 Courses",1 Lakh - 7.5 Lakhs (Total Fees),10+2,24 May - 17 Jun 2024
318,RNS Institute of Technology - [RNSIT],"BE {Lateral}
10 Courses",1 Lakh - 7.5 Lakhs (Total Fees),Diploma,-
318,RNS Institute of Technology - [RNSIT],"MBA
1 Course",4.5 Lakhs (1st Year Fees),Graduation with 50%,27 May - 17 Jun 2024
318,RNS Institute of Technology - [RNSIT],"M.Tech
2 Courses",9 Lakhs (1st Year Fees),Graduation,27 May - 17 Jun 2024
318,RNS Institute of Technology - [RNSIT],MCA,3.5 Lakhs (1st Year Fees),Graduation,27 May - 17 Jun 2024
319,Raj Kumar Goel Institute of Technology - [RKGIT],"B.Tech
11 Courses",1.35 Lakhs (1st Year Fees),10+2,11 June - 30 Jul 2024
319,Raj Kumar Goel Institute of Technology - [RKGIT],"BCA
1 Course","82,000 (1st Year Fees)",10+2,12 Aug 2024
319,Raj Kumar Goel Institute of Technology - [RKGIT],"B.Tech {Lateral}
10 Courses",1.35 Lakhs (1st Year Fees),Diploma with 45%,-
319,Raj Kumar Goel Institute of Technology - [RKGIT],"M.Pharm
2 Courses","90,000 (1st Year Fees)",Graduation,-
319,Raj Kumar Goel Institute of Technology - [RKGIT],"MBA
1 Course",1.29 Lakhs (1st Year Fees),Graduation,19 June - 10 Jul 2024
320,Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],"B.Tech
9 Courses","76,010 (1st Year Fees)",10+2 with APEAMCET,11 Mar - 25 Jul 2024
320,Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],"M.Tech
5 Courses","69,080 (1st Year Fees)",Graduation and GATE/APPGECET,23 Mar - 12 May 2024
320,Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],"MBA
1 Course","51,300 (1st Year Fees)",Graduation with GATE/APPGECET,20 Mar - 19 Apr 2024
320,Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],MCA,"44,200 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
321,Rizvi College of Engineering - [RCOE],"BE
9 Courses",1.12 Lakhs (1st Year Fees),10+2 + MHT-CET,16 Jan - 28 Jul 2024
322,S.A. Engineering College,"BE
9 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
322,S.A. Engineering College,"B.Tech
4 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
322,S.A. Engineering College,"MBA
5 Courses","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
322,S.A. Engineering College,"B.Tech {Lateral}
4 Courses",1.65 Lakhs (Total Fees),Diploma,-
322,S.A. Engineering College,"BE {Lateral}
7 Courses",1.65 Lakhs (Total Fees),Diploma,-
323,Sir M Visvesvaraya Institute of Technology - [Sir MVIT],"BE
14 Courses",1.75 Lakhs - 6 Lakhs (Total Fees),10+2 with 45%,24 May - 17 Jun 2024
323,Sir M Visvesvaraya Institute of Technology - [Sir MVIT],"BE {Lateral}
13 Courses",1.75 Lakhs - 5 Lakhs (1st Year Fees),Diploma with 45%,-
323,Sir M Visvesvaraya Institute of Technology - [Sir MVIT],"M.Tech
4 Courses",1.51 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
323,Sir M Visvesvaraya Institute of Technology - [Sir MVIT],"MBA
6 Courses",1.5 Lakhs (1st Year Fees),Graduation with 50%,27 May - 17 Jun 2024
323,Sir M Visvesvaraya Institute of Technology - [Sir MVIT],MCA,2 Lakhs (1st Year Fees),Graduation with 50%,-
324,St Martin's Engineering College - [SMEC],"B.Tech
10 Courses",1.03 Lakhs (1st Year Fees),(10+2) + EAMCET,3 Mar - 02 May 2024
324,St Martin's Engineering College - [SMEC],"MBA
3 Courses","50,000 (1st Year Fees)",Graduation + ICET,-
324,St Martin's Engineering College - [SMEC],"M.Tech
1 Course","56,000 (1st Year Fees)",B.Tech,-
324,St Martin's Engineering College - [SMEC],"B.Tech {Lateral}
8 Courses",1 Lakh (1st Year Fees),10+2 with 45% + TSECET,-
325,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]","B.Tech
9 Courses",1.22 Lakhs (1st Year Fees),10+2 with 45%,27 June - 17 Jul 2024
325,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]","B.Tech {Lateral}
9 Courses",1.22 Lakhs (1st Year Fees),Diploma with 45%,-
325,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]","MBA
1 Course","95,944 (1st Year Fees)",Graduation,-
325,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]","M.Tech
7 Courses","92,500 - 1.22 Lakhs (1st Year Fees)",Pass in Graduation,-
325,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]",B.Pharm,"96,000 (1st Year Fees)",10+2,-
326,Arka Jain University,"B.Tech
5 Courses",1.1 Lakhs - 1.7 Lakhs (1st Year Fees),10+2 with 45%,-
326,Arka Jain University,"BCA
3 Courses","80,000 - 1 Lakh (1st Year Fees)",10+2,-
326,Arka Jain University,"BBA
3 Courses","80,000 - 1 Lakh (1st Year Fees)",10+2,31 Aug 2024
326,Arka Jain University,"Polytechnic
4 Courses","70,000 (1st Year Fees)",10th,-
326,Arka Jain University,"B.Sc (Nursing)
1 Course",1 Lakh (1st Year Fees),10+2,-
327,Maharishi Markandeshwar - [MMU],MBBS,8.47 Lakhs (1st Year Fees),10+2 with 50% + NEET,no data found
327,Maharishi Markandeshwar - [MMU],"B.Sc
11 Courses","48,500 - 85,500 (1st Year Fees)",10+2,no data found
327,Maharishi Markandeshwar - [MMU],"M.D
14 Courses",1.2 Lakhs - 33.45 Lakhs (1st Year Fees),Post Graduation,no data found
327,Maharishi Markandeshwar - [MMU],"M.Sc
17 Courses","58,500 - 1.64 Lakhs (1st Year Fees)",Graduation,no data found
327,Maharishi Markandeshwar - [MMU],"B.Tech
8 Courses",1.42 Lakhs (1st Year Fees),10 + 2 with JEE Mains,no data found
328,Nitte University - [NITTE],"B.Tech {Lateral}
14 Courses","80,000 - 1.2 Lakhs (1st Year Fees)",10+3,-
328,Nitte University - [NITTE],"B.Sc
6 Courses","96,500 - 1.5 Lakhs (1st Year Fees)",10+2 with 40%,2 Dec - 04 Jun 2024
328,Nitte University - [NITTE],"M.Sc
14 Courses",1.07 Lakhs - 3.71 Lakhs (1st Year Fees),Graduation with 50%,2 Dec - 04 Jun 2024
328,Nitte University - [NITTE],"BCA
4 Courses","83,500 - 1.48 Lakhs (1st Year Fees)",10+2,2 Dec - 04 Jun 2024
328,Nitte University - [NITTE],"B.Sc {Hons.}
3 Courses","90,500 - 1.38 Lakhs (1st Year Fees)",10+2,2 Dec - 04 Jun 2024
329,MIT Academy of Engineering - [MITAOE],"B.Tech
10 Courses",1.92 Lakhs (1st Year Fees),10+2 with 50% AND MHT-CET,16 Jan - 28 Jul 2024
329,MIT Academy of Engineering - [MITAOE],"B.Tech {Lateral}
10 Courses",1.91 Lakhs (1st Year Fees),Diploma with 45%,16 Jan - 28 Jul 2024
329,MIT Academy of Engineering - [MITAOE],"B.Des
3 Courses",1.43 Lakhs (1st Year Fees),10+2,-
329,MIT Academy of Engineering - [MITAOE],"M.Tech
2 Courses","83,795 (1st Year Fees)",Graduation with 50% + GATE,9 July - 29 Jul 2024
330,Vivekananda Global University - [VGU],"B.Tech
9 Courses",1.25 Lakhs - 1.5 Lakhs (1st Year Fees),10+2 with 45%,31 July - 12 Aug 2024
330,Vivekananda Global University - [VGU],"B.Sc {Hons.}
1 Course",1.1 Lakhs (1st Year Fees),10+2 with 45%,31 July 2024
330,Vivekananda Global University - [VGU],"MBA
13 Courses",2 Lakhs - 5 Lakhs (1st Year Fees),Graduation with 50%,31 July 2024
330,Vivekananda Global University - [VGU],"BCA
3 Courses",1.2 Lakhs (1st Year Fees),10+2 with 50%,31 July 2024
330,Vivekananda Global University - [VGU],"MCA
1 Course",1.2 Lakhs (1st Year Fees),Graduation with 50%,31 July 2024
331,Shri Ramswaroop Memorial University - [SRMU],"B.Tech
14 Courses",1.37 Lakhs - 1.8 Lakhs (1st Year Fees),10+2 with 45%,31 Aug 2024
331,Shri Ramswaroop Memorial University - [SRMU],"BCA
5 Courses","87,000 - 1.15 Lakhs (1st Year Fees)",10+2,31 Aug 2024
331,Shri Ramswaroop Memorial University - [SRMU],"BBA
9 Courses","87,000 - 1.05 Lakhs (1st Year Fees)",10+2,31 Aug 2024
331,Shri Ramswaroop Memorial University - [SRMU],"MBA
15 Courses","55,000 - 1.65 Lakhs (1st Year Fees)",Graduation with 50%,31 Aug 2024
331,Shri Ramswaroop Memorial University - [SRMU],"Polytechnic
7 Courses","62,000 (1st Year Fees)",10th with 35%,-
