Serial No.,College Name,Course Name,Cutoff Mark
39,Institute of Engineering and Management - [IEM],"B.Tech Artificial Intelligence
Compare",5609
39,Institute of Engineering and Management - [IEM],"B.Tech Internet of Things
Compare",7856
39,Institute of Engineering and Management - [IEM],"B.Tech Information Technology
Compare",6198
39,Institute of Engineering and Management - [IEM],"B.Tech Computer Science Engineering
Compare",9371
39,Institute of Engineering and Management - [IEM],"B.Tech Internet of Things
Compare",11430
39,Institute of Engineering and Management - [IEM],"B.Tech Computer Science and Information Technology
Compare",12691
39,Institute of Engineering and Management - [IEM],"B.Tech Computer Science and Business Systems
Compare",13293
39,Institute of Engineering and Management - [IEM],"B.Tech (Lateral) Electrical and Electronics Engineering
Compare",6985
39,Institute of Engineering and Management - [IEM],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",7370
39,Institute of Engineering and Management - [IEM],"B.Tech (Lateral) Electrical Engineering
Compare",8113
39,Institute of Engineering and Management - [IEM],"B.Tech (Lateral) Mechanical Engineering
Compare",8948
40,Sona College of Technology,BE Biomedical Engineering,7362
40,Sona College of Technology,B.Tech Artificial Intelligence and Machine Learning,8069
40,Sona College of Technology,BE Electrical and Electronics Engineering,20799
40,Sona College of Technology,BE Computer Science and Engineering,22691
40,Sona College of Technology,B.Tech Information Technology,25360
40,Sona College of Technology,MCA,2429
41,Jain University - [JU],"MBA Aviation Management
Compare",50
41,Jain University - [JU],"MBA Business Analytics
Compare",50
41,Jain University - [JU],"MBA Entrepreneurship
Compare",50
41,Jain University - [JU],"MBA Finance
Compare",50
41,Jain University - [JU],"MBA Human Resource Management
Compare",50
41,Jain University - [JU],"MBA Business Analytics
Compare",71
41,Jain University - [JU],"MBA Digital Business
Compare",71
41,Jain University - [JU],"MBA Finance and Human Resource Management
Compare",71
41,Jain University - [JU],"MBA International Finance
Compare",71
41,Jain University - [JU],"MBA Logistics and Supply Chain Management
Compare",71
41,Jain University - [JU],"MBA Aviation and Logistics Management
Compare",50
41,Jain University - [JU],"MBA Banking Finance & Allied Services
Compare",50
41,Jain University - [JU],"MBA Entrepreneurship & Finance
Compare",50
41,Jain University - [JU],"MBA Entrepreneurship
Compare",50
41,Jain University - [JU],"MBA Finance & Business Analytics
Compare",50
41,Jain University - [JU],"MBA Aviation and Logistics Management
Compare",60
41,Jain University - [JU],"MBA Aviation Management
Compare",60
41,Jain University - [JU],"MBA Banking Finance & Allied Services
Compare",60
41,Jain University - [JU],"MBA Business Analytics
Compare",60
41,Jain University - [JU],"MBA Digital Business
Compare",60
41,Jain University - [JU],"MBA Aviation Management
Compare",50
41,Jain University - [JU],"MBA Business Analytics
Compare",50
41,Jain University - [JU],"MBA Entrepreneurship
Compare",50
41,Jain University - [JU],"MBA Finance
Compare",50
41,Jain University - [JU],"MBA Human Resource Management
Compare",50
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE IOT & Cyber Security Including Blockchain
Compare",3735
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Computer Science and Engineering
Compare",11860
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Electronics & Communication Engineering
Compare",14828
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Electrical and Electronics Engineering
Compare",17778
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Mechanical Engineering
Compare",32327
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Computer Science and Engineering
Compare",99837
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Data Science
Compare",106197
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Electronics & Communication Engineering
Compare",143751
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Artificial Intelligence & Machine Learning
Compare",145254
42,Chaitanya Bharathi Institute of Technology - [CBIT],"BE Artificial Intelligence
Compare",147867
42,Chaitanya Bharathi Institute of Technology - [CBIT],"MCA
Compare",1309
42,Chaitanya Bharathi Institute of Technology - [CBIT],"MBA
Compare",3564
42,Chaitanya Bharathi Institute of Technology - [CBIT],"MBA
Compare",33688
43,New Horizon College of Engineering - [NHCE],"BE Computer Science and Engineering
Compare",13335
43,New Horizon College of Engineering - [NHCE],"BE Artificial Intelligence & Machine Learning
Compare",15132
43,New Horizon College of Engineering - [NHCE],"BE Data Science
Compare",16693
43,New Horizon College of Engineering - [NHCE],"BE Electronics & Communication Engineering
Compare",19099
43,New Horizon College of Engineering - [NHCE],"BE Electrical and Electronics Engineering
Compare",38218
43,New Horizon College of Engineering - [NHCE],"MCA
Compare",1112
43,New Horizon College of Engineering - [NHCE],"MBA
Compare",2596
43,New Horizon College of Engineering - [NHCE],"M.Tech Computer Science and Engineering
Compare",2896
43,New Horizon College of Engineering - [NHCE],"MBA
Compare",40
44,Veermata Jijabai Technological Institute - [VJTI],"B.Tech Computer Engineering
Compare",99.96
44,Veermata Jijabai Technological Institute - [VJTI],"B.Tech Information Technology
Compare",99.92
44,Veermata Jijabai Technological Institute - [VJTI],"B.Tech Electronics & Telecommunication Engineering
Compare",99.72
44,Veermata Jijabai Technological Institute - [VJTI],"B.Tech Electronics Engineering
Compare",99.57
44,Veermata Jijabai Technological Institute - [VJTI],"B.Tech Electrical Engineering
Compare",99.36
44,Veermata Jijabai Technological Institute - [VJTI],"MCA
Compare",99.19
45,"JNTUK University College of Engineering, Kakinada",B.Tech Electronics & Communication Engineering,2389
45,"JNTUK University College of Engineering, Kakinada",B.Tech Electrical and Electronics Engineering,7009
45,"JNTUK University College of Engineering, Kakinada",B.Tech Computer Science Engineering,26826
45,"JNTUK University College of Engineering, Kakinada",B.Tech Civil Engineering,34076
45,"JNTUK University College of Engineering, Kakinada",B.Tech Chemical Engineering,44265
45,"JNTUK University College of Engineering, Kakinada",MCA,586
45,"JNTUK University College of Engineering, Kakinada",M.Tech Advanced Power Systems,15173
45,"JNTUK University College of Engineering, Kakinada",M.Tech Computer and Communication Engineering,23121
45,"JNTUK University College of Engineering, Kakinada",M.Tech Structural Engineering,25247
46,"Graphic Era University, School of Engineering and Technology - [GEU]",No data found,No data found
47,K. J. Somaiya College of Engineering - [KJSCE],"B.Tech Computer Engineering
Compare",1962
47,K. J. Somaiya College of Engineering - [KJSCE],"B.Tech Information Technology
Compare",3019
47,K. J. Somaiya College of Engineering - [KJSCE],"B.Tech Artificial Intelligence and Data Science
Compare",3252
47,K. J. Somaiya College of Engineering - [KJSCE],"B.Tech Electronics & Telecommunication Engineering
Compare",4422
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Computer Science Engineering
Compare",88.6
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Information Technology
Compare",87.5
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Electronics & Telecommunication Engineering
Compare",84.51
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Artificial Intelligence
Compare",83.4
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Data Science
Compare",82.18
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Computer Science Engineering
Compare",9243
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Information Technology
Compare",12087
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Cyber Security
Compare",12090
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Data Science
Compare",13374
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Artificial Intelligence
Compare",13480
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Computer Science Engineering
Compare",9243
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Information Technology
Compare",12087
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Cyber Security
Compare",12090
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Data Science
Compare",13374
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","B.Tech Artificial Intelligence
Compare",13480
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","MBA
Compare",46.97
48,"GH Raisoni College of Engineering - [GHRCE], Nagpur","MCA
Compare",85.31
49,Mukesh Patel School of Technology Management and Engineering - [MPSTME],No data found,No data found
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Computer Engineering,99.82
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Computer Science Engineering,99.75
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Electronics & Telecommunication Engineering,99.38
50,Sardar Patel Institute of Technology - [SPIT],MCA,99.47
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Computer Engineering,590
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Electronics & Telecommunication Engineering,1230
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Computer Science Engineering,-
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Computer Engineering,590
50,Sardar Patel Institute of Technology - [SPIT],B.Tech Electronics & Telecommunication Engineering,1230
51,"Faculty of Engineering and Technology, Jain University - [FET JU]",No data found,No data found
52,Ramdeobaba University - [RBU],"BE Computer Science and Engineering
Compare",98.15
52,Ramdeobaba University - [RBU],"BE (Information Technology)
Compare",97.78
52,Ramdeobaba University - [RBU],"BE Artificial Intelligence & Machine Learning
Compare",96.92
52,Ramdeobaba University - [RBU],"BE Data Science
Compare",96.37
52,Ramdeobaba University - [RBU],"BE Cyber Security
Compare",96.22
52,Ramdeobaba University - [RBU],"BE (Information Technology)
Compare",2802
52,Ramdeobaba University - [RBU],"BE Computer Science and Engineering
Compare",4002
52,Ramdeobaba University - [RBU],"BE Data Science
Compare",4241
52,Ramdeobaba University - [RBU],"BE Cyber Security
Compare",4315
52,Ramdeobaba University - [RBU],"BE Electrical Engineering
Compare",4526
52,Ramdeobaba University - [RBU],"BE (Information Technology)
Compare",2802
52,Ramdeobaba University - [RBU],"BE Computer Science and Engineering
Compare",4002
52,Ramdeobaba University - [RBU],"BE Data Science
Compare",4241
52,Ramdeobaba University - [RBU],"BE Cyber Security
Compare",4315
52,Ramdeobaba University - [RBU],"BE Electrical Engineering
Compare",4526
52,Ramdeobaba University - [RBU],"MBA
Compare",91.94
52,Ramdeobaba University - [RBU],"MCA
Compare",73.76
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Artificial Intelligence and Machine Learning
Compare",2822
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Data Science
Compare",3555
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Artificial Intelligence and Data Science
Compare",3684
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Cyber Security
Compare",3733
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Computer Science and Business Systems
Compare",4310
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Internet of Things
Compare",4448
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Information Technology
Compare",5050
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Electronics and Instrumentation Engineering
Compare",22630
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Electronics & Communication Engineering
Compare",26080
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Mechanical Engineering
Compare",37639
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Automobile Engineering
Compare",42670
53,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"B.Tech Civil Engineering
Compare",46181
